site,grid,fac,height_diff,sd_relief
CR,9,32,1.800896738,0.399767296
CR,10,1,1.842902184,0.426091609
CR,10,2,1.837246895,0.425556408
CR,10,4,1.811127245,0.424638112
CR,10,8,1.773745283,0.423050585
CR,10,16,1.72937211,0.420325123
CR,10,32,1.661911612,0.415105889
CR,11,1,1.708381653,0.305947258
CR,11,2,1.670940638,0.305268549
CR,11,4,1.614112914,0.304072949
CR,11,8,1.560024112,0.301753034
CR,11,16,1.432900328,0.298091292
CR,11,32,1.340373046,0.289659306
CR,12,1,2.352329731,0.533055563
CR,12,2,2.311744809,0.532459699
CR,12,4,2.194181055,0.531445848
CR,12,8,2.056876838,0.529850256
CR,12,16,1.935584705,0.527292671
CR,12,32,1.855772435,0.521942926
CR,13,1,1.682790279,0.345163619
CR,13,2,1.655942559,0.344574105
CR,13,4,1.588812172,0.343545363
CR,13,8,1.545189433,0.341799382
CR,13,16,1.470695574,0.338586789
CR,13,32,1.371437235,0.333618321
CR,15,1,3.270487785,0.743668064
CR,15,2,3.139881611,0.743205031
CR,15,4,3.069180906,0.742511864
CR,15,8,2.96852456,0.741385516
CR,15,16,2.90252053,0.739463239
CR,15,32,2.831362719,0.736118367
CR,16,1,1.760848999,0.226841016
CR,16,2,1.688850641,0.226405304
CR,16,4,1.59991014,0.225464406
CR,16,8,1.558577448,0.223518359
CR,16,16,1.452447817,0.219560825
CR,16,32,1.273900447,0.212421507
CR,17,1,2.516582489,0.385749242
CR,17,2,2.480792046,0.385085128
CR,17,4,2.445891976,0.383913477
CR,17,8,2.397483319,0.381886515
CR,17,16,2.290706001,0.377811499
CR,17,32,1.764415106,0.369292195
CR,18,1,2.423336029,0.507197446
CR,18,2,2.418026924,0.506781636
CR,18,4,2.402245522,0.50599937
CR,18,8,2.348309934,0.504570773
CR,18,16,2.248133905,0.502053322
CR,18,32,2.182850632,0.497131456
CR,19,1,2.717886925,0.450826685
CR,19,2,2.680162907,0.450382724
CR,19,4,2.588999689,0.449633039
CR,19,8,2.512527615,0.448349632
CR,19,16,2.445436973,0.446151231
CR,19,32,2.331168031,0.44185743
CR,20,1,3.04733181,0.63922395
CR,20,2,2.822122335,0.638604771
CR,20,4,2.752367616,0.637660775
CR,20,8,2.608549953,0.636109933
CR,20,16,2.399578113,0.633562106
CR,20,32,2.260553618,0.629889336
CR,21,1,2.498052597,0.636527618
CR,21,2,2.404070616,0.635743129
CR,21,4,2.34652552,0.634509538
CR,21,8,2.316624783,0.632264723
CR,21,16,2.213865923,0.628650084
CR,21,32,2.169753506,0.622927592
CR,22,1,1.620936394,0.256417481
CR,22,2,1.587860346,0.255971795
CR,22,4,1.520365477,0.255128577
CR,22,8,1.483369067,0.253453353
CR,22,16,1.381131608,0.250748517
CR,22,32,1.140908992,0.245342376
CR,23,1,1.812607765,0.31242271
CR,23,2,1.787065744,0.311868015
CR,23,4,1.746003866,0.310948602
CR,23,8,1.61918661,0.309591444
CR,23,16,1.439730931,0.307066997
CR,23,32,1.340261625,0.303416181
CR,24,1,1.495941162,0.252220199
CR,24,2,1.488414764,0.251403874
CR,24,4,1.46057874,0.250150035
CR,24,8,1.239340976,0.248024652
CR,24,16,1.126690548,0.245037978
CR,24,32,1.027857529,0.239862092
CR,25,1,2.938838005,0.643220879
CR,25,2,2.866303921,0.642742039
CR,25,4,2.816993475,0.641937586
CR,25,8,2.680467412,0.64057251
CR,25,16,2.619837992,0.638248902
CR,25,32,2.597456866,0.633425587
CR,26,1,2.671134949,0.493479407
CR,26,2,2.661934853,0.493026554
CR,26,4,2.6390903,0.492287951
CR,26,8,2.565751925,0.490974551
CR,26,16,2.380561639,0.488832401
CR,26,32,2.232314186,0.485208681
CR,27,1,1.756376266,0.261500285
CR,27,2,1.655225992,0.260787309
CR,27,4,1.535491586,0.259577483
CR,27,8,1.526289389,0.25751571
CR,27,16,1.456371885,0.253914837
CR,27,32,1.28844614,0.247609267
CR,28,1,2.17815876,0.481449791
CR,28,2,2.165851831,0.480966547
CR,28,4,2.093897641,0.480155083
CR,28,8,2.059263468,0.478847106
CR,28,16,1.970342886,0.476402425
CR,28,32,1.879953836,0.472858685
CR,29,1,2.647110939,0.592912095
CR,29,2,2.62083602,0.592332505
CR,29,4,2.583989203,0.59141396
CR,29,8,2.507747531,0.589745232
CR,29,16,2.327524476,0.586461471
CR,29,32,2.199119371,0.581849518
CR,30,1,1.827741623,0.467943997
CR,30,2,1.782153845,0.467182794
CR,30,4,1.702178061,0.465976314
CR,30,8,1.653982371,0.46367726
CR,30,16,1.591979984,0.459769692
CR,30,32,1.511312452,0.453002027
CR,31,1,1.904438019,0.385933418
CR,31,2,1.810899019,0.3854458
CR,31,4,1.614454985,0.384537769
CR,31,8,1.577302136,0.382884066
CR,31,16,1.540014958,0.379995921
CR,31,32,1.441275912,0.373470944
CR,32,1,2.966527939,0.57567799
CR,32,2,2.96207881,0.574890171
CR,32,4,2.929866254,0.573725901
CR,32,8,2.777611285,0.571577747
CR,32,16,2.710617047,0.568191766
CR,32,32,2.591037995,0.560991163
CR,33,1,1.54580307,0.200667736
CR,33,2,1.456195593,0.200076783
CR,33,4,1.344698131,0.19906723
CR,33,8,1.236027688,0.197247396
CR,33,16,1.190859023,0.194206295
CR,33,32,1.090318146,0.188808424
CR,34,1,1.442287445,0.221842848
CR,34,2,1.353814363,0.221178169
CR,34,4,1.268313408,0.220199742
CR,34,8,1.203006297,0.218479545
CR,34,16,1.090780385,0.21587048
CR,34,32,1.023102309,0.212046217
CR,35,1,2.157050133,0.480194423
CR,35,2,2.109943151,0.479670387
CR,35,4,2.038237512,0.478805212
CR,35,8,1.961317152,0.477256459
CR,35,16,1.838995941,0.474453655
CR,35,32,1.760404775,0.468991202
CR,36,1,1.787150383,0.289019557
CR,36,2,1.773676157,0.288464951
CR,36,4,1.749987364,0.28757525
CR,36,8,1.692533717,0.285666372
CR,36,16,1.635852218,0.282289523
CR,36,32,1.537413154,0.277022746
CR,37,1,3.097588062,0.72942039
CR,37,2,3.040484548,0.728664927
CR,37,4,2.99252972,0.727579452
CR,37,8,2.944971196,0.725659317
CR,37,16,2.74641674,0.722372714
CR,37,32,2.608850049,0.714439443
CR,38,1,1.135232925,0.181359959
CR,38,2,1.000081658,0.181097401
CR,38,4,0.91989848,0.180675627
CR,38,8,0.838031694,0.179842542
CR,38,16,0.823444834,0.17805237
CR,38,32,0.790777805,0.17346974
CR,39,1,0.82601738,0.198640214
CR,39,2,0.806228399,0.198568171
CR,39,4,0.785720706,0.198441904
CR,39,8,0.758014008,0.198168319
CR,39,16,0.725953162,0.197596392
CR,39,32,0.645610302,0.196483843
CR,40,1,2.870377541,0.698277914
CR,40,2,2.818691492,0.697519709
CR,40,4,2.7123079,0.696424703
CR,40,8,2.627174266,0.69467511
CR,40,16,2.491310531,0.69171738
CR,40,32,2.328152996,0.687516199
CR,41,1,2.558746815,0.653472091
CR,41,2,2.534835696,0.652758584
CR,41,4,2.460053533,0.651726129
CR,41,8,2.33812242,0.650108784
CR,41,16,2.285378743,0.647280521
CR,41,32,2.187095018,0.642299305
CR,42,1,3.182602882,0.917769095
CR,42,2,3.148927331,0.915139055
CR,42,4,3.11028564,0.911136428
CR,42,8,3.05472219,0.90534224
CR,42,16,2.841620678,0.895105326
CR,42,32,2.67937682,0.881701706
CR,43,1,1.375114441,0.199518331
CR,43,2,1.350367546,0.198101359
CR,43,4,1.324246705,0.195723498
CR,43,8,1.259333044,0.191645338
CR,43,16,1.021015011,0.184182049
CR,43,32,0.777292144,0.167632672
CR,44,1,1.126806259,0.134571535
CR,44,2,1.05907321,0.133031697
CR,44,4,1.002883971,0.130242919
CR,44,8,0.97071743,0.125097284
CR,44,16,0.832787838,0.114614114
CR,44,32,0.606429727,0.097750195
CR,45,1,0.848882675,0.149400156
CR,45,2,0.80478549,0.148573341
CR,45,4,0.778155923,0.146974594
CR,45,8,0.758292541,0.144273928
CR,45,16,0.674016587,0.13915166
CR,45,32,0.540162878,0.13085259
CR,46,1,1.670002937,0.380410352
CR,46,2,1.598191261,0.378656945
CR,46,4,1.499787331,0.375712752
CR,46,8,1.407786056,0.369508235
CR,46,16,1.365746412,0.360380265
CR,46,32,1.253042709,0.341312719
CR,47,1,1.436548233,0.249218804
CR,47,2,1.294703007,0.246636953
CR,47,4,1.275384426,0.242860235
CR,47,8,1.238234997,0.237008013
CR,47,16,1.166934278,0.225677318
CR,47,32,1.062095305,0.211932731
CR,48,1,2.660960197,0.565070751
CR,48,2,2.602027297,0.564122027
CR,48,4,2.379238963,0.562783074
CR,48,8,2.298931599,0.56081457
CR,48,16,2.16679462,0.558051649
CR,48,32,2.077446586,0.555318232
CR,49,1,2.182385921,0.514663457
CR,49,2,2.107748508,0.514007367
CR,49,4,2.015555382,0.513009279
CR,49,8,1.904131621,0.511436225
CR,49,16,1.81197286,0.509081713
CR,49,32,1.755219417,0.505040295
CR,50,1,2.471953392,0.428117789
CR,50,2,2.415973067,0.423842442
CR,50,4,2.288813472,0.418047651
CR,50,8,2.090601258,0.408095075
CR,50,16,1.842225006,0.396636962
CR,50,32,1.668509745,0.377369851
CR,51,1,2.172542572,0.376598055
CR,51,2,2.156702161,0.375597246
CR,51,4,2.127368361,0.373920338
CR,51,8,2.0608344,0.370802243
CR,51,16,1.937347213,0.365394092
CR,51,32,1.678688929,0.35707039
CR,52,1,2.62977457,0.503018168
CR,52,2,2.250604391,0.502369173
CR,52,4,2.212177962,0.501360579
CR,52,8,2.067983627,0.499881898
CR,52,16,1.975825492,0.496904683
CR,52,32,1.873296995,0.490886294
CR,53,1,2.094903469,0.382395066
CR,53,2,2.063558459,0.380792582
CR,53,4,1.9924362,0.378445955
CR,53,8,1.95069588,0.374791803
CR,53,16,1.907674951,0.367997872
CR,53,32,1.740509369,0.35648831
CR,54,1,1.13276577,0.17560853
CR,54,2,1.096854448,0.174964185
CR,54,4,0.999387443,0.174051274
CR,54,8,0.922039837,0.172583333
CR,54,16,0.777810581,0.169875535
CR,54,32,0.658036321,0.165516655
CR,55,1,1.299198151,0.247508173
CR,55,2,1.24164176,0.246919178
CR,55,4,1.203828335,0.245814064
CR,55,8,1.148466468,0.243865194
CR,55,16,0.971151132,0.240529334
CR,55,32,0.831630258,0.234105791
CR,56,1,2.00136137,0.532846128
CR,56,2,1.93245852,0.532216544
CR,56,4,1.9087798,0.531271018
CR,56,8,1.876842506,0.529737536
CR,56,16,1.819619715,0.527286486
CR,56,32,1.726614962,0.522403177
CR,57,1,1.521069527,0.155248002
CR,57,2,1.231450796,0.153629436
CR,57,4,1.181311965,0.151187713
CR,57,8,1.131678551,0.147602353
CR,57,16,0.750092849,0.141569943
CR,57,32,0.639714858,0.135286663
CR,58,1,1.847738266,0.247323413
CR,58,2,1.816924334,0.246538661
CR,58,4,1.725113809,0.245371057
CR,58,8,1.538180873,0.24329259
CR,58,16,1.44910166,0.239230651
CR,58,32,1.185208209,0.232236538
CR,59,1,2.494835377,0.493164827
CR,59,2,2.426317692,0.491785839
CR,59,4,2.354388833,0.489763087
CR,59,8,2.231253065,0.486875681
CR,59,16,2.115484778,0.482236557
CR,59,32,1.935603884,0.473948269
CR,60,1,2.90631485,0.631317215
CR,60,2,2.871721029,0.623087799
CR,60,4,2.766732514,0.612613588
CR,60,8,2.659575015,0.599551096
CR,60,16,2.578402409,0.581211665
CR,60,32,1.923484046,0.545604355
CR,61,1,1.661762238,0.406748655
CR,61,2,1.64952755,0.405772983
CR,61,4,1.583218038,0.404273535
CR,61,8,1.540369809,0.401249542
CR,61,16,1.492561672,0.395368145
CR,61,32,1.44411091,0.383157147
CR,62,1,3.214319706,0.812032412
CR,62,2,3.206955552,0.811294748
CR,62,4,3.176949918,0.810167373
CR,62,8,3.150197618,0.808391541
CR,62,16,3.123969942,0.805309752
CR,62,32,2.830410474,0.798128633
CR,63,1,1.665932655,0.271417424
CR,63,2,1.600728989,0.270062463
CR,63,4,1.486496031,0.268279982
CR,63,8,1.409496829,0.26556431
CR,63,16,1.314314205,0.260676625
CR,63,32,1.188959289,0.252036239
CR,64,1,1.727958679,0.23923891
CR,64,2,1.6661973,0.238887034
CR,64,4,1.526722848,0.238274886
CR,64,8,1.435529605,0.236998684
CR,64,16,1.403975684,0.234137386
CR,64,32,1.315717237,0.2286005
CR,65,1,1.678114891,0.347359769
CR,65,2,1.627592564,0.346870885
CR,65,4,1.58726269,0.346056908
CR,65,8,1.551543936,0.344546675
CR,65,16,1.495326173,0.341502359
CR,65,32,1.323507159,0.335724197
CR,66,1,1.399516106,0.250402314
CR,66,2,1.380464554,0.250313488
CR,66,4,1.325228512,0.250029048
CR,66,8,1.279683188,0.249188186
CR,66,16,1.239764605,0.246695804
CR,66,32,1.161359269,0.241121002
CR,67,1,2.154946327,0.619304259
CR,67,2,2.140855074,0.618492908
CR,67,4,2.107101023,0.616625555
CR,67,8,2.070048034,0.612219733
CR,67,16,2.002382908,0.602873662
CR,67,32,1.929101565,0.588314269
CR,68,1,2.690270424,0.547408247
CR,68,2,2.669265509,0.546099969
CR,68,4,2.631943941,0.54322186
CR,68,8,2.594909981,0.536790344
CR,68,16,2.543114074,0.527054227
CR,68,32,2.423960653,0.50992609
CR,69,1,2.219242096,0.469663174
CR,69,2,2.208768129,0.469497982
CR,69,4,2.199294329,0.469016062
CR,69,8,2.181318015,0.467414975
CR,69,16,2.135384735,0.463970653
CR,69,32,2.074005738,0.455755614
CR,70,1,2.216450691,0.432514661
CR,70,2,2.155761957,0.432103592
CR,70,4,2.035364568,0.431133761
CR,70,8,1.844069257,0.429035286
CR,70,16,1.53310661,0.424711527
CR,70,32,1.234457826,0.417646651
CR,71,1,2.270252228,0.704970295
CR,71,2,2.248655796,0.704292946
CR,71,4,2.238686681,0.703409827
CR,71,8,2.195506856,0.702000508
CR,71,16,2.095359042,0.699387014
CR,71,32,2.060790848,0.694382906
CR,72,1,2.711640358,0.652575215
CR,72,2,2.704711437,0.650342556
CR,72,4,2.681819022,0.647786695
CR,72,8,2.614372253,0.644841753
CR,72,16,2.451658871,0.638370602
CR,72,32,2.351983313,0.623904934
CR,73,1,2.544510841,0.276809846
CR,73,2,2.495554924,0.276030558
CR,73,4,2.45384568,0.274822191
CR,73,8,2.339506716,0.272593387
CR,73,16,2.077202279,0.268410175
CR,73,32,1.758602507,0.25983599
CR,74,1,1.874814034,0.235429325
CR,74,2,1.756863594,0.234987458
CR,74,4,1.684479237,0.234203407
CR,74,8,1.487471491,0.232753365
CR,74,16,1.338003945,0.22992787
CR,74,32,1.258471961,0.224533681
CR,75,1,1.404519081,0.279196952
CR,75,2,1.395374775,0.278142056
CR,75,4,1.363813102,0.276493148
CR,75,8,1.333282888,0.273320979
CR,75,16,1.18136318,0.267142032
CR,75,32,1.034513233,0.251681183
CR,76,1,2.129292488,0.603123574
CR,76,2,2.127696991,0.603009924
CR,76,4,2.123410761,0.602676982
CR,76,8,2.113268822,0.601841667
CR,76,16,2.080901399,0.599998084
CR,76,32,2.039571256,0.595590833
CR,77,1,1.682811737,0.368163588
CR,77,2,1.6795187,0.368033601
CR,77,4,1.673068345,0.367657037
CR,77,8,1.665110141,0.36650487
CR,77,16,1.638718735,0.363557795
CR,77,32,1.578893552,0.356531657
CR,78,1,1.144955635,0.143354297
CR,78,2,1.133251905,0.143268934
CR,78,4,1.10256505,0.14300107
CR,78,8,1.013099045,0.142230907
CR,78,16,0.891230918,0.140406876
CR,78,32,0.663239117,0.136811544
CR,79,1,1.743309021,0.347812829
CR,79,2,1.728672504,0.347755772
CR,79,4,1.707565248,0.347567731
CR,79,8,1.686883241,0.346984525
CR,79,16,1.627460781,0.345317572
CR,79,32,1.429354426,0.341414336
CR,80,1,1.504091263,0.374054997
CR,80,2,1.500659466,0.373884785
CR,80,4,1.494112313,0.373530805
CR,80,8,1.478615865,0.372500621
CR,80,16,1.447601747,0.370553904
CR,80,32,1.415274591,0.364976353
CR,81,1,2.597961426,0.512969858
CR,81,2,2.587582588,0.512321188
CR,81,4,2.495820522,0.51115517
CR,81,8,2.438907936,0.509112377
CR,81,16,2.268995328,0.504976615
CR,81,32,2.183441806,0.497007869
CR,82,1,2.421360016,0.405321265
CR,82,2,2.407734871,0.40408112
CR,82,4,2.355741143,0.402098702
CR,82,8,2.211991951,0.398677369
CR,82,16,2.154698975,0.393178835
CR,82,32,2.058508913,0.378169677
CR,83,1,4.705024242,0.728272719
CR,83,2,3.882318735,0.726360307
CR,83,4,3.409677923,0.723694905
CR,83,8,3.280326575,0.719747897
CR,83,16,3.164830562,0.714050225
CR,83,32,3.030450709,0.703155469
CR,84,1,2.848414898,0.612759196
CR,84,2,2.809972525,0.612556788
CR,84,4,2.802651197,0.612203615
CR,84,8,2.78430941,0.611488495
CR,84,16,2.74946706,0.610102692
CR,84,32,2.589140485,0.607878136
CR,85,1,3.588540077,0.86150064
CR,85,2,3.574686527,0.861128485
CR,85,4,3.533981144,0.860523392
CR,85,8,3.379822396,0.859466531
CR,85,16,3.285949942,0.857619626
CR,85,32,3.020832656,0.855131069
CR,86,1,3.551327705,0.805948326
CR,86,2,3.542738318,0.805423183
CR,86,4,3.532295972,0.804544622
CR,86,8,3.387538694,0.803097583
CR,86,16,3.29445871,0.800647535
CR,86,32,3.245502722,0.79678437
CR,87,1,2.396616936,0.53038865
CR,87,2,2.364623547,0.529090337
CR,87,4,2.359067619,0.527244604
CR,87,8,2.320240423,0.524258613
CR,87,16,2.195669852,0.519299254
CR,87,32,2.025350179,0.511082498
CR,88,1,1.835591316,0.37889546
CR,88,2,1.80996418,0.37797726
CR,88,4,1.753072023,0.376587776
CR,88,8,1.659073398,0.374367323
CR,88,16,1.536491197,0.37044125
CR,88,32,1.42497017,0.363292816
CR,89,1,1.638442039,0.280451104
CR,89,2,1.554212332,0.279539779
CR,89,4,1.392216444,0.277967059
CR,89,8,1.253118485,0.275287545
CR,89,16,1.122013323,0.270212659
CR,89,32,1.012695928,0.26304744
CR,90,1,1.848779678,0.405473139
CR,90,2,1.822304726,0.404673757
CR,90,4,1.774903893,0.403571241
CR,90,8,1.724269137,0.40208474
CR,90,16,1.638880417,0.398946659
CR,90,32,1.484062659,0.393929289
CR,91,1,2.283024311,0.468931652
CR,91,2,2.197195649,0.468414836
CR,91,4,2.159949094,0.467593814
CR,91,8,2.094990753,0.466105905
CR,91,16,2.018767092,0.463132198
CR,91,32,1.926366847,0.457728693
CR,92,1,2.642847061,0.477291659
CR,92,2,2.625674963,0.476656812
CR,92,4,2.606773049,0.475613294
CR,92,8,2.561041147,0.473835529
CR,92,16,2.484517157,0.471104775
CR,92,32,2.310359488,0.466345784
CR,93,1,4.845121861,1.308647374
CR,93,2,4.834311962,1.306540046
CR,93,4,4.815388948,1.303640198
CR,93,8,4.725361481,1.29993622
CR,93,16,4.612091808,1.294893861
CR,93,32,4.446453445,1.289182192
CR,94,1,3.803164005,0.738096585
CR,94,2,3.682398677,0.737023219
CR,94,4,3.587464869,0.735385782
CR,94,8,3.563260876,0.73259736
CR,94,16,3.513382489,0.727063056
CR,94,32,3.423434352,0.716426519
CR,95,1,2.536513329,0.448716695
CR,95,2,2.410305381,0.44641899
CR,95,4,2.22251901,0.443150284
CR,95,8,2.102198452,0.438039632
CR,95,16,2.010847975,0.429983262
CR,95,32,1.903017144,0.415081755
CR,96,1,3.213570118,0.737254941
CR,96,2,3.138777018,0.735019892
CR,96,4,3.027299345,0.731724473
CR,96,8,2.967258781,0.726598739
CR,96,16,2.831532115,0.717887135
CR,96,32,2.644191644,0.704054862
CR,97,1,2.20425415,0.453458133
CR,97,2,2.179830313,0.450664552
CR,97,4,2.137334704,0.447249269
CR,97,8,1.871719465,0.442707555
CR,97,16,1.73581605,0.43612908
CR,97,32,1.60201074,0.425918205
CR,98,1,1.757832527,0.270240223
CR,98,2,1.74600935,0.26940845
CR,98,4,1.702125549,0.268022735
CR,98,8,1.496554032,0.265127402
CR,98,16,1.475875419,0.260189978
CR,98,32,1.415368608,0.25106542
CR,99,1,1.845334053,0.320181541
CR,99,2,1.776092529,0.318809655
CR,99,4,1.726021349,0.316751537
CR,99,8,1.692665502,0.313532583
CR,99,16,1.620010838,0.306373847
CR,99,32,1.460008594,0.294589056
CR,100,1,2.143701553,0.462897313
CR,100,2,2.105485201,0.460610678
CR,100,4,1.967356265,0.457406784
CR,100,8,1.891811401,0.452598284
CR,100,16,1.804160405,0.445158343
CR,100,32,1.648579733,0.432539564
